# id:18--18--18 
0.34,0.34,-1
-0.21,-0.09,1
0.54,0.57,-1
0.68,0.98,-1
-0.38,-0.76,1
0.23,-0.5,1
-0.32,0.17,-1
-0.55,-0.61,1
-0.49,0.59,-1
0.89,0.29,-1
-0.29,-0.6,1
0.54,-0.28,-1
0.1,-0.75,1
0.44,-0.15,-1
0.17,-0.87,1
0.36,0.94,-1
0.48,-0.67,1
0.64,0.32,-1
0.98,-0.42,-1
0.31,-0.83,1
0.55,-0.23,-1
0.62,-0.38,-1
-0.5,-0.06,-1
0.33,-0.86,1
-0.76,0.92,-1
-0.09,-0.7,1
0.81,-0.64,-1
0.7,-0.14,-1
-0.22,-0.44,1
-0.43,-0.77,1
0.07,0.39,-1
0.36,0.43,-1
0.6,0.52,-1
0.02,0.91,-1
0.04,0.55,-1
0.93,1,-1
0.91,0.47,-1
-0.39,-0.11,-1
-0.31,-0.11,1
0.93,-0.4,-1
-0.9,-0.82,1
0.52,-0.02,-1
-0.57,-0.12,-1
0.5,-0.61,1
0.34,-0.88,1
-0.71,-0.21,-1
0.35,-0.69,1
-0.09,0.5,-1
0.11,0.32,-1
-0.08,0.94,-1
0.58,0.2,-1
0.07,0.56,-1
0.58,-0.61,1
-0.49,-0.84,1
-0.41,0.87,-1
-0.98,-1,1
0.89,0.07,-1
0.39,-0.54,1
0.3,0.72,-1
-0.75,-0.21,-1
0.18,-0.55,1
-0.78,0.31,-1
-0.43,0.39,-1
-0.72,0.54,-1
0.59,0.67,-1
0.9,-0.07,-1
0.36,0.15,-1
0.8,-0.99,1
-0.16,0.52,-1
0.9,-0.17,-1
-0.23,-0.8,1
0.61,-0.39,1
-0.34,0.53,-1
0.81,-0.43,-1
0.26,-0.74,1
0.13,-0.54,1
0.31,-0.31,1
-0.86,-0.83,-1
-0.04,0.92,-1
0.38,-0.45,1
0.66,-0.61,1
0.62,0.38,-1
0.99,-0.97,1
0.44,0.8,-1
0.58,0.41,-1
0.31,0.16,-1
-0.17,0.45,-1
0.79,0.83,-1
0.11,0.55,-1
-0.65,0.98,-1
-0.79,0.66,-1
0.7,0.42,-1
-0.27,-0.33,1
-0.28,0.99,-1
-0.81,0.5,-1
-0.8,-0.32,-1
-0.95,0.53,-1
-0.95,-0.98,-1
0.5,-0.5,1
0.39,0.57,-1
0.65,-0.46,-1
-0.97,-0.66,-1
-0.64,0.95,-1
-0.71,0.14,-1
0.8,0.17,-1
0.74,0.95,-1
-0.73,0.98,-1
-0.65,-0.74,1
-1,0.52,-1
-0.44,0.49,-1
0.77,0.95,-1
-0.4,-0.24,-1
-0.75,0.05,-1
0.43,0.23,-1
-0.72,-0.21,-1
0.97,0.21,-1
0.82,0.73,-1
-0.58,-0.46,1
-0.22,-0.49,1
-1,0.12,-1
-0.62,0.05,-1
0.91,0,-1
-0.55,0.08,-1
0.01,0.7,-1
0.73,0.79,-1
0.46,-0.93,1
-0.92,0.07,-1
-0.89,0.58,-1
-0.9,-0.33,-1
-0.03,0.87,-1
0.1,0.88,-1
0.76,-0.83,1
0.98,-0.81,-1
0.93,0.04,-1
-0.4,0.5,-1
-0.15,-0.46,1
0.15,-0.97,1
0.53,-0.1,-1
-0.25,-0.96,1
0.35,-0.87,1
-0.12,-0.52,1
-0.73,0.98,-1
-0.95,0.89,-1
0.24,0.73,-1
0.25,0.82,-1
0.58,0.11,-1
0.33,-0.12,1
0.85,0.66,-1
-0.47,0.84,-1
0.45,-0.28,1
-0.31,0.92,-1
0.73,-0.47,-1
0.07,-0.78,1
0.84,0.31,-1
-0.85,0.99,-1
-0.44,-0.7,1
-0.16,0.17,-1
-0.8,0.24,-1
-0.3,0.12,-1
0.22,0.36,-1
-0.04,-0.03,-1
-0.03,0.65,-1
-0.64,0.46,-1
-0.05,-0.74,1
0.87,-0.82,1
0.47,-0.72,1
0.82,-0.51,-1
0.09,-0.24,1
-0.65,-0.06,-1
-0.96,-0.68,-1
-0.79,-0.21,-1
0.26,-0.85,1
0.91,-0.29,-1
-0.15,-0.02,1
-0.77,0.28,-1
0.07,0.01,1
0.57,-0.79,1
-0.48,-0.19,-1
-0.86,0.78,-1
-0.82,0.36,-1
0.52,-0.02,-1
-0.15,0.42,-1
-0.22,0.41,-1
-0.07,-0.21,1
0.05,0.59,-1
-0.99,0.4,-1
-0.96,-0.52,-1
-0.71,0.03,-1
-0.57,0.54,-1
-0.39,-0.53,1
0.46,0.19,-1
-0.48,0.69,-1
0.46,-0.44,1
-0.27,0.16,-1
0.65,-0.24,-1
0.25,-0.41,1
-0.63,-0.02,-1
0.12,-0.9,1
-0.9,0.17,-1
-0.45,0.14,-1
0.03,0.36,-1
0.97,-0.65,-1
-0.02,0.84,-1
0.35,-0.14,1
0.61,0.86,-1
-0.57,-0.66,1
-0.25,0.75,-1
-0.09,-0.65,1
0.43,0.91,-1
0.04,-0.01,1
0.51,-0.48,1
-0.89,0.12,-1
0.94,0.23,-1
0.01,0.95,-1
-0.72,-0.74,1
0.04,-0.7,1
-0.2,-0.58,1
0.02,0.14,-1
-0.28,0.38,-1
-0.27,0.75,-1
0.79,-0.57,-1
-0.89,-0.41,-1
-0.86,-0.06,-1
0.87,0.18,-1
-0.89,-0.08,-1
0.6,-0.45,1
0.34,-0.8,1
0.15,-0.75,1
0.3,0.84,-1
-0.51,-0.35,1
0.03,0.68,-1
-0.4,-0.34,1
0.79,0.26,-1
0.78,0.65,-1
0.7,0.16,-1
0.24,0.64,-1
-0.35,-0.65,1
0.13,0.98,-1
-0.16,-0.13,1
-0.15,0.48,-1
-0.26,-0.67,1
-0.14,-0.68,1
0.86,0.34,-1
-0.2,0.91,-1
-0.14,-0.5,1
0.26,0.79,-1
-0.33,-0.36,1
0.63,-0.15,-1
-0.53,0.72,-1
0.18,-0.57,1
0.41,0.55,-1
-0.62,-0.22,-1
-0.51,-0.78,1
0.97,-0.72,-1
-0.31,0.17,-1
-0.62,0.57,-1
-0.73,0.25,-1
-0.37,-0.56,1
-0.43,-0.6,1
0.35,-0.27,1
-0.23,-0.63,1
-0.73,0.54,-1
0.66,-0.72,1
0.83,-0.06,-1
-0.95,0.51,-1
-0.33,0.18,-1
0.18,0.66,-1
0.48,0.86,-1
0.29,0.18,-1
0.86,-0.74,1
0.86,0.41,-1
-0.94,0.26,-1
0.44,-0.24,-1
-0.71,0.16,-1
0.68,0.17,-1
0.44,0.27,-1
0.63,0.65,-1
0.05,0.54,-1
-0.95,0.52,-1
-0.28,-0.32,1
-0.27,0.59,-1
0.29,-0.29,1
0.83,-0.84,1
-0.98,-0.41,-1
0.73,0.74,-1
-0.68,-0.23,-1
-0.35,0.08,-1
0.34,0.15,-1
-0.7,0.01,-1
-0.53,-0.68,1
-0.43,0.23,-1
0.49,-0.93,1
-0.35,0.79,-1
-0.31,0.85,-1
0.33,-0.17,1
-0.49,-0.68,1
-0.78,0.03,-1
0.62,-0.75,1
-0.52,0.9,-1
0.73,-0.69,1
-0.34,0.98,-1
0.9,-0.48,-1
-0.34,0.61,-1
0.74,0.16,-1
-0.84,-1,1
-0.16,-0.38,1
-0.85,-0.73,1
0.51,0.19,-1
0.67,0.55,-1
0.04,-0.66,1
-0.36,-0.24,1
-0.4,0.33,-1
0.07,-0.79,1
-0.88,0.37,-1
-0.65,-0.37,-1
-0.23,0.68,-1
0.86,-0.34,-1
-0.18,0.73,-1
-0.03,-0.34,1
0.36,-0.79,1
-0.61,0.14,-1
0.54,-0.94,1
-0.22,-0.46,1
0.34,0.56,-1
-0.74,0.03,-1
0.89,0.24,-1
-0.28,-0.61,1
-0.1,-0.75,1
0.94,-0.2,-1
-0.82,-0.74,1
0.66,0.61,-1
-0.39,0.47,-1
0.6,0,-1
0.57,0.62,-1
0.91,-0.31,-1
0.79,-0.35,-1
0.77,-0.78,1
-0.72,0.56,-1
0.61,0.25,-1
0.64,0.78,-1
-0.37,0.64,-1
-0.61,-0.82,1
0.65,-0.76,1
0.69,-0.17,-1
-0.84,0.9,-1
0.45,-0.63,1
-0.2,0.12,-1
-0.01,-0.93,1
-1,0.44,-1
0.92,0.43,-1
-0.57,-0.35,-1
-0.48,-0.7,1
-0.9,-0.83,1
0.96,-0.3,-1
0.75,0.56,-1
-0.69,0.9,-1
-0.23,0,1
0.73,0.64,-1
0.73,-0.41,-1
-0.41,-0.8,1
-0.85,-0.77,1
-0.22,0.51,-1
-0.31,-0.75,1
-0.15,0.8,-1
0.04,-0.78,1
-0.56,0.99,-1
0.8,0.11,-1
-0.03,-0.44,1
0.66,-0.05,-1
-0.32,0.87,-1
0.7,-0.75,1
1,0.02,-1
-0.49,0.64,-1
0.91,-0.75,1
0.56,-0.19,-1
0.19,0.66,-1
0.28,0.69,-1
-0.98,-0.7,-1
-0.5,-0.39,1
-0.74,0.01,-1
0.15,-0.92,1
0.68,0.1,-1
0.79,0.85,-1
0.87,0.66,-1
-0.16,-0.64,1
0.19,-0.67,1
-0.97,-0.52,-1
0.25,-0.7,1
1,-0.01,-1
-0.06,0.03,1
0.63,0.52,-1
-0.42,0.8,-1
0.45,-0.21,-1
-0.94,0.62,-1
-0.02,0.88,-1
-0.3,0.52,-1
0.35,0.43,-1
-0.34,0.64,-1
-0.49,-0.75,1
0.9,0.02,-1
-0.63,-0.55,1
0.28,-0.74,1
-0.38,-0.71,1
0.55,-0.06,-1
-0.58,-0.43,1
-0.03,0.88,-1
0.3,-0.3,1
-0.11,0.91,-1
0.14,0.31,-1
0.32,-0.13,1
-0.19,0.9,-1
0.27,-0.72,1
-0.32,0.55,-1
0.11,0.23,-1
0.06,0.73,-1
0.02,-0.03,-1
-0.54,-0.66,1
-0.81,-0.44,-1
0.86,0.85,-1
-0.74,-0.75,1
-0.93,0.22,-1
-0.37,0.87,-1
-0.59,0.28,-1
0.2,0.52,-1
0.06,0.24,-1
0.67,-0.65,1
0.77,0.44,-1
0.28,0.95,-1
0.15,-0.16,1
-0.15,0.81,-1
-0.74,0.48,-1
0.83,0.77,-1
0.46,-0.52,1
0.83,-0.67,-1
-0.41,-0.63,1
-0.8,0.67,-1
0.92,-0.15,-1
-0.36,-0.73,1
0,-0.47,1
0.75,-0.1,-1
-0.62,-0.91,1
0.9,-0.58,-1
0.48,0.71,-1
0.71,-0.16,-1
-0.55,0.89,-1
0.12,-0.28,1
-0.32,-0.65,1
0.69,0.21,-1
1,0.7,-1
0.59,-0.45,1
-0.1,0.45,-1
0.18,0.89,-1
0.9,-0.47,-1
0.92,-0.18,-1
-0.88,-0.43,-1
0.77,0.89,-1
0.73,0.22,-1
-0.59,0.08,-1
-0.88,0.91,-1
-1,0.97,-1
0.11,0.82,-1
-0.58,-0.72,1
0.27,-0.73,1
-0.74,-0.03,-1
-0.19,-0.36,1
-0.83,0.52,-1
0.57,0.38,-1
-0.53,-0.49,1
-0.3,-0.36,1
0.44,-0.69,1
0.23,0.07,-1
0.22,-0.45,1
-0.6,0.26,-1
-0.81,0.12,-1
-0.1,-0.86,1
0.33,0.27,-1
0.91,-0.21,-1
-0.8,-0.01,-1
0.67,0.24,-1
0.54,0.51,-1
0.8,0.65,-1
0.44,-0.76,1
0.11,0.06,1
0.1,0.84,-1
0.96,0.6,-1
0.18,0.72,-1
-0.42,-0.56,1
-0.09,-0.34,1
-0.05,0.77,-1
0.47,-0.62,1
-0.98,0.96,-1
0.5,0.06,-1
-0.57,0.91,-1
0.21,-0.55,1
0.28,0.85,-1
0.83,-0.95,1
-0.97,0.37,-1
-0.42,0.5,-1
0.88,0.11,-1
0.86,0.43,-1
-0.3,0.1,-1
-0.93,0.66,-1
0.77,0.15,-1
0.45,-0.33,1
0.66,-0.54,1
-0.97,0.84,-1
-0.68,-0.27,-1
0.13,0.63,-1
0.31,-0.52,1
0.05,-0.2,1
0.08,0.34,-1
-0.33,0.23,-1
-0.32,0.52,-1
0.51,-0.31,1
0.23,0.89,-1
0.39,0.32,-1
0.09,0.24,-1
-0.48,-0.88,1
-0.63,0.92,-1
-0.42,-0.39,1
0.84,0.44,-1
-0.72,0.44,-1
-0.13,-0.19,1
-0.52,0.68,-1
0.16,-1,1
-0.11,-0.15,1
0.31,-0.65,1
-0.68,-0.15,-1
0.41,-0.04,-1
0.58,0.1,-1
0.52,0.43,-1
-0.35,0.37,-1
1,-0.68,-1
0.37,-0.31,1
0.32,0.09,-1
-0.8,0.72,-1
0.15,-0.61,1
0.66,0.63,-1
-0.17,-0.37,1
-0.4,-0.19,-1
0.26,0.91,-1
0.89,-0.38,-1
-0.59,0.69,-1
0.62,-0.47,1
0.06,0.46,-1
0.03,0.98,-1
0.65,0.95,-1
0.58,-0.41,1
0.54,-0.2,1
0.6,-0.07,-1
-0.55,0.1,-1
0.73,-0.44,1
-0.32,0.26,-1
0.05,-0.86,1
-0.51,0.99,-1
-0.77,-0.45,-1
-0.05,0.46,-1
-0.63,-0.84,1
-0.02,-0.54,1
-0.15,-0.02,-1
-0.47,0.79,-1
0.98,0.12,-1
-0.13,0.68,-1
0.31,0.9,-1
-0.35,0.84,-1
-1,0.93,-1
-0.02,-0.22,1
-0.63,-0.92,1
0.64,0.78,-1
0.32,-0.99,1
-0.67,-0.74,1
-0.36,-0.16,1
-0.83,-0.77,1
-0.55,-0.16,-1
0.43,0.47,-1
0.22,-0.96,1
-0.77,-0.84,1
0.3,0.12,-1
-0.34,-0.2,-1
-0.44,-0.87,1
1,0.17,-1
-0.02,0.26,-1
0.2,-0.68,1
-0.45,-0.79,1
0.34,-0.46,1
-0.9,-0.58,-1
-0.22,0.16,-1
0.62,0.64,-1
0.71,-0.87,1
-0.02,-0.21,1
-0.58,0.69,-1
-0.61,-0.99,1
0.18,-0.2,1
0.57,-0.79,1
0.18,1,-1
0.53,-0.91,1
0.41,-0.66,1
0.84,-0.02,-1
-0.92,-0.44,-1
0.55,-0.67,1
0.33,-0.28,1
0.17,-0.03,1
-0.74,0.75,-1
0.06,0,-1
-0.59,0.4,-1
-0.57,-0.3,-1
0.75,-0.32,-1
-0.49,-0.57,1
-0.72,-0.63,1
0.82,-0.26,-1
0.76,0.48,-1
0.33,-0.73,1
-0.3,-0.27,1
-0.53,-0.82,1
0.85,0.76,-1
-0.61,-1,1
0,-0.79,1
-0.04,0.34,-1
-0.97,0.17,-1
0.54,0.97,-1
0.65,-0.92,1
0.98,-0.43,-1
-0.63,0.43,-1
0.3,-0.5,1
0.5,-0.45,1
0.93,0.19,-1
0.41,0.78,-1
0.82,-0.83,1
0.35,-0.24,1
-0.53,-0.59,1
0.03,-0.64,1
0.18,0.97,-1
-0.41,0.63,-1
-0.37,-0.57,1
0.77,-0.86,1
-0.84,-0.89,1
0.4,0.4,-1
0.65,-0.53,1
0.64,-0.12,-1
0.64,0.38,-1
-0.63,0.49,-1
-0.01,0.78,-1
-0.28,-0.5,1
0.24,-0.55,1
-0.72,-0.03,-1
-0.29,-0.9,1
0.42,-0.85,1
0.32,0.53,-1
0.87,-0.53,-1
0.32,-0.19,1
0.78,-0.47,-1
-0.59,0.19,-1
0.93,-0.25,-1
-0.49,0.98,-1
0.35,-0.67,1
0.76,0.36,-1
0.82,0.76,-1
0.53,0.83,-1
0.24,0.35,-1
0.81,-0.22,-1
-0.35,-0.35,1
0.52,-0.67,1
-0.47,-0.99,1
0.79,0.89,-1
-0.75,0.96,-1
0.43,0.43,-1
0.94,0.69,-1
0.85,1,-1
-0.97,-0.99,-1
-0.51,0.15,-1
0.72,-0.46,-1
0.49,0.82,-1
0.32,0.67,-1
0.04,0.1,-1
-0.14,-0.02,1
0.43,0.82,-1
0.98,0.67,-1
-0.21,-0.42,1
-0.04,-0.82,1
-0.68,0.86,-1
-0.24,0.04,-1
-0.34,-0.35,1
0.72,-0.28,-1
-0.21,-0.28,1
0.14,0.77,-1
-0.59,0.56,-1
-1,0.82,-1
-0.92,0.57,-1
0.02,0.38,-1
-0.93,0.45,-1
0.14,-0.75,1
0.98,-0.05,-1
-0.16,0.43,-1
-0.32,-0.23,1
-0.98,0.85,-1
0.09,-0.79,1
0.84,0.2,-1
-0.92,0.35,-1
0.11,0.63,-1
-0.32,-0.26,1
0.74,0.87,-1
0.74,0.18,-1
-0.5,0.93,-1
-0.24,-0.48,1
-0.57,0.77,-1
-0.67,0.69,-1
0.05,-0.59,1
0.88,0.48,-1
-0.92,0.31,-1
-0.68,0.91,-1
-0.88,-0.85,1
-0.79,0.92,-1
0.18,-0.18,1
0.57,0.12,-1
-0.02,-0.77,1
0.76,-0.25,-1
0.03,0.23,-1
-0.51,-0.5,1
-0.94,0.37,-1
0.05,-0.25,1
0.07,-0.48,1
-0.11,-0.33,1
-0.18,0.49,-1
0.16,-0.85,1
0.72,0.49,-1
-0.7,-0.01,-1
-0.66,-0.47,1
0.94,0.55,-1
0.49,0.57,-1
0.42,0.7,-1
-0.96,0.04,-1
0.74,-0.64,1
-0.75,-0.63,1
-0.89,-0.29,-1
-0.36,0.26,-1
0.38,-0.17,-1
0.06,0.34,-1
0.89,-0.57,-1
-0.37,-0.27,1
-0.7,-0.3,-1
-0.54,0.63,-1
0.78,0.43,-1
-0.51,0.54,-1
0.83,0.53,-1
0.66,-0.13,-1
0.11,-0.14,1
0.58,-0.67,1
-0.18,0.77,-1
-0.82,-0.49,-1
0.5,-0.36,1
0.41,0.84,-1
-0.99,0.12,-1
0.7,-0.99,1
0.17,-0.64,1
-0.91,0.47,-1
-0.04,0.71,-1
-0.3,-0.4,1
0.73,0.52,-1
-0.82,0.43,-1
0.62,0.95,-1
0.88,-0.04,-1
0.94,0.23,-1
-0.31,-0.36,1
-0.83,-0.72,-1
-0.18,0.01,-1
-0.61,0.07,-1
1,-0.83,-1
0.31,-0.66,1
0.25,0.51,-1
0.01,-0.51,1
-0.1,-0.24,1
-0.53,-0.58,1
-0.65,-0.49,1
-0.1,-0.47,1
0.18,0.55,-1
0.4,-0.93,1
-0.38,-0.85,1
0.7,0.38,-1
0.77,-0.05,-1
0.29,-0.46,1
-0.75,-0.86,1
0.84,0.76,-1
0.41,-0.96,1
-0.5,-0.14,-1
-0.39,0.27,-1
0.32,0.28,-1
-0.04,0.03,-1
0.59,-0.59,1
0.1,0.83,-1
-0.52,-0.29,1
0.16,0.53,-1
-0.87,-0.77,-1
0.63,-0.12,-1
0.18,0.13,-1
-0.69,-0.74,1
-0.98,-0.83,-1
-0.23,-0.42,1
-0.64,-0.47,-1
-0.92,-0.05,-1
-0.02,-0.69,1
-0.92,-0.43,-1
0.69,-0.46,-1
0.16,-0.64,1
0.44,-0.15,-1
0.85,0.55,-1
0.47,-0.33,1
0.97,-0.83,-1
0.24,0.55,-1
-0.15,0.61,-1
-0.6,0.31,-1
0.94,0.94,-1
-0.13,0.24,-1
0.55,0.5,-1
-0.83,0.09,-1
-0.2,-0.17,1
-0.42,0.27,-1
-0.37,0.5,-1
0.97,0.96,-1
0.88,0.75,-1
0.58,0.79,-1
-0.49,0.74,-1
